station_origin,station_destination,flows,population,jobs,distance
Canary Wharf,Stamford Brook,5,14632,784,17570.85941450757
Canary Wharf,Stanmore,5,14632,983,29419.291605505867
Canary Wharf,Star Lane,0,14632,1052,3724.5902439563515
Canary Wharf,Stepney Green,1,14632,1879,5244.829013383174
Canary Wharf,Stockwell,6,14632,1623,10053.694366908154
Canary Wharf,Stonebridge Park,0,14632,729,21302.17854895483
Canary Wharf,Stratford,657,14632,55954,5482.6743195424315
Canary Wharf,Stratford High Street,5,14632,788,5741.725520950308
Canary Wharf,Stratford International,14,14632,1546,6803.742436656309
Canary Wharf,Sudbury Hill,0,14632,277,28648.66772305634
Canary Wharf,Sudbury Town,0,14632,218,27031.611107761943
Canary Wharf,Swiss Cottage,34,14632,2598,14451.407204573261
Canary Wharf,Temple,23,14632,6780,7377.218945564674
Canary Wharf,Theydon Bois,0,14632,98,23507.099072540073
Canary Wharf,Tooting Bec,1,14632,1239,15048.871992228369
Canary Wharf,Tooting Broadway,11,14632,4506,16123.833434571647
Canary Wharf,Tottenham Court Road,57,14632,19126,8694.643835544
Canary Wharf,Tottenham Hale,5,14632,3239,16478.195226798794
Canary Wharf,Totteridge & Whetstone,1,14632,287,23833.6688749522
Canary Wharf,Tower Gateway,163,14632,3342,4347.62445071585
Canary Wharf,Tower Hill,1,14632,8286,5967.232883104912
Canary Wharf,Tufnell Park,0,14632,557,13469.983771565621
Canary Wharf,Turnham Green,7,14632,1515,18175.623658832184
Canary Wharf,Turnpike Lane,4,14632,992,15918.42096931894
Canary Wharf,Upminster,0,14632,1132,22905.835322457362
Canary Wharf,Upminster Bridge,0,14632,568,21595.052688675936
Canary Wharf,Upney,4,14632,485,11893.422170122047
Canary Wharf,Upton Park,18,14632,1642,6803.58593495803
Canary Wharf,Uxbridge,16,14632,4316,37884.496658108525
Canary Wharf,Vauxhall,33,14632,16242,11560.55007641757
Canary Wharf,Victoria,175,14632,33251,9622.400712681874
Canary Wharf,Walthamstow Central,2,14632,5271,16240.390244383449
Canary Wharf,Wanstead,2,14632,419,10945.311357156306
Canary Wharf,Warren Street,81,14632,17309,9871.689214695443
Canary Wharf,Warwick Avenue,7,14632,1174,14098.634402973837
Canary Wharf,Waterloo,733,14632,23466,7433.9857500960625
Canary Wharf,Watford,3,14632,961,41025.578711319
Canary Wharf,Wembley Central,0,14632,1327,23020.277015923726
Canary Wharf,Wembley Park,37,14632,5759,22143.547993650765
Canary Wharf,West Acton,1,14632,488,21382.910262822694
Canary Wharf,West Brompton,17,14632,5859,14190.225982563526
Canary Wharf,West Finchley,0,14632,91,21410.092831308422
Canary Wharf,West Ham,87,14632,5487,4552.67179796837
Canary Wharf,West Hampstead,40,14632,5856,15632.908590871544
Canary Wharf,West Harrow,0,14632,122,27841.417506414502
Canary Wharf,West India Quay,14,14632,400,327.2442162465769
Canary Wharf,West Kensington,13,14632,1345,14566.902085105336
Canary Wharf,West Ruislip,0,14632,194,33004.76487643415
Canary Wharf,West Silvertown,5,14632,893,4508.716113260131
Canary Wharf,Westbourne Park,6,14632,1347,15072.709221906352
Canary Wharf,Westferry,26,14632,1250,904.2002239984363
Canary Wharf,Westminster,429,14632,15466,8284.345776456583
Canary Wharf,White City,32,14632,5966,16433.711655853516
Canary Wharf,Willesden Green,8,14632,830,17833.58812797579
Canary Wharf,Willesden Junction,5,14632,4165,18662.996580654377
Canary Wharf,Wimbledon,0,14632,6295,22534.80425954986
Canary Wharf,Wimbledon Park,1,14632,596,20878.89199496048
Canary Wharf,Wood Green,4,14632,2146,16849.246594721033
Canary Wharf,Wood Lane,0,14632,1578,17092.09175961891
Canary Wharf,Woodford,3,14632,706,13963.787075344502
Canary Wharf,Woodside Park,0,14632,745,22356.567178204095
Canary Wharf,Woolwich Arsenal,36,14632,4428,9863.964667451603
Canning Town,Abbey Road,5,21125,345,2228.9231673286404
Canning Town,Acton Town,11,21125,2202,22942.354486680044
Canning Town,Aldgate East,25,21125,7932,7175.796381636077
Canning Town,All Saints,3,21125,444,3021.4662048763025
Canning Town,Alperton,4,21125,741,27915.44243021584
Canning Town,Amersham,0,21125,256,51955.43315856591
Canning Town,Angel,55,21125,8103,10586.223851201772
Canning Town,Archway,15,21125,2193,16511.31736639436
Canning Town,Arnos Grove,2,21125,748,20058.146799631642
Canning Town,Arsenal,0,21125,315,13602.620477007611
Canning Town,Baker Street,270,21125,14973,13390.334301781935
Canning Town,Balham,20,21125,3814,16716.445117021638
Canning Town,Bank and Monument,421,21125,78549,7435.219910735096
Canning Town,Barbican,17,21125,9134,8919.337738359076
Canning Town,Barking,4,21125,7004,7668.535636237817
Canning Town,Barkingside,4,21125,262,14957.668158938297
Canning Town,Barons Court,16,21125,2956,17671.82346065895
Canning Town,Bayswater,0,21125,615,16319.643402381613
Canning Town,Beckton,190,21125,442,6281.198606659226
Canning Town,Beckton Park,56,21125,88,3675.066317323591
Canning Town,Becontree,3,21125,456,10962.988021934925
Canning Town,Belsize Park,3,21125,2255,15507.092690076246
Canning Town,Bermondsey,281,21125,3172,6448.9742493885715
Canning Town,Bethnal Green,66,21125,4660,6533.45016605574
Canning Town,Blackfriars,40,21125,10849,8672.975629103055
Canning Town,Blackhorse Road,2,21125,2955,16066.380960997834
Canning Town,Blackwall,117,21125,665,1546.525704747798
Canning Town,Bond Street,685,21125,20967,12171.084189410898
Canning Town,Borough,13,21125,3254,8836.542149143066
Canning Town,Boston Manor,2,21125,892,26454.0911366349
Canning Town,Bounds Green,1,21125,778,18703.904309255402
Canning Town,Bow Church,1,21125,925,5018.724241066534
Canning Town,Bow Road,10,21125,1193,3916.0961976700864
Canning Town,Brent Cross,1,21125,450,20585.910804667874
Canning Town,Brixton,46,21125,5084,14283.17045461389
Canning Town,Bromley-by-Bow,22,21125,1613,2907.3262883081197
Canning Town,Buckhurst Hill,4,21125,228,14183.31236268849
Canning Town,Burnt Oak,0,21125,649,25178.45357581769
Canning Town,Caledonian Road,4,21125,1803,13272.946485059561
Canning Town,Camden Town,14,21125,6348,13475.21460358276
Canning Town,Canada Water,682,21125,20443,5459.457328827985
Canning Town,Canary Wharf,1258,21125,58772,2857.59105233484
Canning Town,Cannon Street,4,21125,4698,7764.53262682901
Canning Town,Canons Park,4,21125,526,30047.419612202415
Canning Town,Chalfont & Latimer,0,21125,554,48569.773011209574
Canning Town,Chalk Farm,8,21125,1329,14468.991750588659
Canning Town,Chancery Lane,82,21125,15391,9379.895948548872
Canning Town,Charing Cross,60,21125,7016,10559.941251526783
Canning Town,Chesham,0,21125,243,54885.7093994682
Canning Town,Chigwell,0,21125,148,15430.792515132849
Canning Town,Chiswick Park,5,21125,1517,21670.18524435202
Canning Town,Clapham Common,18,21125,2020,14291.492283468253
Canning Town,Clapham North,6,21125,1238,13648.734792089565
Canning Town,Clapham South,15,21125,1513,15543.810516204168
Canning Town,Cockfosters,0,21125,262,25246.918586763437
Canning Town,Colindale,3,21125,2081,23872.031526124043
Canning Town,Colliers Wood,6,21125,865,20046.99166476218
Canning Town,Covent Garden,20,21125,4355,10578.32023224789
Canning Town,Crossharbour,7,21125,1208,4457.552392618515
Canning Town,Custom House,498,21125,845,1595.9324625640647
Canning Town,Cutty Sark,24,21125,1748,6274.975741619636
Canning Town,Cyprus,470,21125,850,4303.176450207633
Canning Town,Dagenham East,12,21125,649,13670.416588051326
Canning Town,Dagenham Heathway,11,21125,1108,12391.188799001857
Canning Town,Debden,9,21125,865,18070.90385573036
Canning Town,Deptford Bridge,13,21125,840,7693.482084706145
Canning Town,Devons Road,3,21125,611,4380.238995600313
Canning Town,Dollis Hill,16,21125,847,21127.494992711698
Canning Town,Ealing Broadway,14,21125,4846,25047.60991258441
Canning Town,Ealing Common,0,21125,915,23968.977315817792
Canning Town,Earl's Court,37,21125,6613,16167.025395296532
Canning Town,East Acton,13,21125,1505,20438.69365468029
Canning Town,East Finchley,12,21125,1253,19850.542820816918
Canning Town,East Ham,24,21125,2062,5246.24070920428
Canning Town,East India,693,21125,1522,1155.218499145749
Canning Town,East Putney,6,21125,1877,20432.542734483344
Canning Town,Eastcote,0,21125,364,33072.6818036862
Canning Town,Edgware,0,21125,772,26696.583254681394
Canning Town,Edgware Road,78,21125,6868,14425.174669245533
Canning Town,Elephant & Castle,68,21125,6427,9657.682301346222
Canning Town,Elm Park,2,21125,269,15966.2049444344
Canning Town,Elverson Road,5,21125,226,8420.982534723811
Canning Town,Embankment,40,21125,10220,10219.610431067631
Canning Town,Epping,3,21125,498,24018.498701275337
Canning Town,Euston,59,21125,16800,12101.615793409499
Canning Town,Euston Square,8,21125,8093,12277.724799354048
Canning Town,Fairlop,2,21125,182,16126.397994950281
Canning Town,Farringdon,27,21125,25592,9380.247682100655
Canning Town,Finchley Central,6,21125,1921,22221.09936609312
Canning Town,Finchley Road,56,21125,3417,16924.971549096506
Canning Town,Finsbury Park,37,21125,6769,12829.867783779522
Canning Town,Fulham Broadway,22,21125,4200,17677.176463468266
Canning Town,Gallions Reach,320,21125,557,5044.950330661245
Canning Town,Gants Hill,13,21125,601,11469.356616379699
Canning Town,Gloucester Road,34,21125,5194,15256.904181447291
Canning Town,Golders Green,5,21125,1871,19070.82170134878
Canning Town,Goldhawk Road,0,21125,370,19571.24488182497
Canning Town,Goodge Street,74,21125,6457,11386.91368848269
Canning Town,Grange Hill,0,21125,76,16777.70524575415
Canning Town,Great Portland Street,20,21125,6936,12897.68501761354
Canning Town,Green Park,645,21125,26754,11909.375778079682
Canning Town,Greenford,3,21125,1157,27899.826655676025
Canning Town,Greenwich,4,21125,1189,6908.61817383878
Canning Town,Gunnersbury,11,21125,4775,22267.130261245104
Canning Town,Hainault,7,21125,356,17005.081561093702
Canning Town,Hammersmith,73,21125,18250,18565.65554657955
Canning Town,Hampstead,3,21125,2010,16685.09579416795
Canning Town,Hanger Lane,6,21125,1493,24073.506319689957
Canning Town,Harlesden,17,21125,1668,21855.027255230107
Canning Town,Harrow & Wealdstone,1,21125,1335,30519.617338598327
Canning Town,Harrow-on-the-Hill,15,21125,3019,28647.34629900293
Canning Town,Hatton Cross,5,21125,1219,35010.64183700391
Canning Town,Heathrow Terminal 4,4,21125,693,36886.9745306439
Canning Town,Heathrow Terminal 5,8,21125,975,39878.67125843168
Canning Town,Heathrow Terminals 2 & 3,20,21125,2406,37423.39278279495
Canning Town,Hendon Central,9,21125,1878,21719.518147141396
Canning Town,Heron Quays,18,21125,5975,3209.163039729482
Canning Town,High Barnet,2,21125,953,28474.09685904003
Canning Town,High Street Kensington,28,21125,5427,16262.022967671383
Canning Town,Highbury & Islington,5,21125,25385,10772.523823338028
Canning Town,Highgate,6,21125,856,18101.522162607627
Canning Town,Hillingdon,0,21125,318,37787.89901367876
Canning Town,Holborn,59,21125,22346,9945.37966092563
Canning Town,Holland Park,19,21125,2063,16269.328624251471
Canning Town,Holloway Road,4,21125,1696,13888.243928037198
Canning Town,Hornchurch,6,21125,451,17510.532156123445
Canning Town,Hounslow Central,5,21125,708,30728.08448376032
Canning Town,Hounslow East,10,21125,843,29982.40010033938
Canning Town,Hounslow West,3,21125,401,32207.16817575672
Canning Town,Hyde Park Corner,42,21125,2410,12689.265078346589
Canning Town,Ickenham,0,21125,282,36663.46181847593
Canning Town,Island Gardens,5,21125,691,5477.373203045009
Canning Town,Kennington,14,21125,1161,10497.250690571107
Canning Town,Kensal Green,2,21125,472,19358.545176225714
Canning Town,Kentish Town,14,21125,3404,14753.180246351076
Canning Town,Kew Gardens,1,21125,792,24047.411180195784
Canning Town,Kilburn,36,21125,1953,18696.327681080635
Canning Town,Kilburn Park,10,21125,823,17785.82597879599
Canning Town,King George V,185,21125,800,4577.09787178722
Canning Town,King's Cross St. Pancras,69,21125,33330,11238.246119658335
Canning Town,Kingsbury,9,21125,1018,27108.117034643634
Canning Town,Knightsbridge,148,21125,6821,13273.218666646713
Canning Town,Ladbroke Grove,10,21125,2131,17926.44663228147
Canning Town,Lambeth North,4,21125,1319,10551.863410767888
Canning Town,Lancaster Gate,23,21125,1820,14073.122608940117
Canning Town,Langdon Park,22,21125,1989,3527.8901993100712
Canning Town,Latimer Road,4,21125,1109,18586.02716712101
Canning Town,Leicester Square,90,21125,8847,10943.851531329505
Canning Town,Lewisham,59,21125,2400,8984.528326593185
Canning Town,Leyton,35,21125,1447,5499.933186688766
Canning Town,Leytonstone,60,21125,1844,7163.77674698017
Canning Town,Limehouse,96,21125,2969,3925.614714020643
Canning Town,Liverpool Street,75,21125,61122,8141.662348353948
Canning Town,London Bridge,856,21125,29930,8321.948281880668
Canning Town,London City Airport,627,21125,1941,3548.520980459957
Canning Town,Loughton,9,21125,655,16018.786765815257
Canning Town,Maida Vale,10,21125,949,16934.044455867683
Canning Town,Manor House,5,21125,1311,13945.981410999926
Canning Town,Mansion House,7,21125,7815,8012.711332979925
Canning Town,Marble Arch,47,21125,6145,12854.520424179786
Canning Town,Marylebone,50,21125,4250,13928.632627576011
Canning Town,Mile End,35,21125,3759,4541.028363566042
Canning Town,Mill Hill East,0,21125,681,23743.3018086432
Canning Town,Moor Park,0,21125,550,38108.34702119353
Canning Town,Moorgate,56,21125,24574,8212.049372164172
Canning Town,Morden,11,21125,1447,22658.70611131517
Canning Town,Mornington Crescent,17,21125,2927,12885.004390767546
Canning Town,Mudchute,2,21125,302,4923.922194189571
Canning Town,Neasden,14,21125,732,21913.078006466385
Canning Town,Newbury Park,10,21125,559,13827.113737282147
Canning Town,North Acton,21,21125,3168,21619.212971022553
Canning Town,North Ealing,1,21125,332,24893.3857699546
Canning Town,North Greenwich,481,21125,6276,1799.942778092675
Canning Town,North Harrow,1,21125,190,30626.97502148484
Canning Town,North Wembley,0,21125,365,26416.230941346388
Canning Town,Northfields,3,21125,864,25523.238991390903
Canning Town,Northolt,3,21125,663,29718.29291602319
Canning Town,Northwick Park,11,21125,1713,27344.214441578202
Canning Town,Northwood,3,21125,1018,35890.047908785134
Canning Town,Northwood Hills,2,21125,488,34303.37902407192
Canning Town,Notting Hill Gate,26,21125,5490,15569.595161281846
Canning Town,Oakwood,0,21125,423,23902.94024036199
Canning Town,Old Street,82,21125,15897,9065.569090911926
Canning Town,Osterley,1,21125,521,29014.905427896196
Canning Town,Oval,30,21125,2544,11412.408374910969
Canning Town,Oxford Circus,137,21125,44368,11616.743624119848
Canning Town,Paddington,116,21125,20198,15213.805946091588
Canning Town,Park Royal,2,21125,1552,25993.04422058409
Canning Town,Parsons Green,8,21125,2711,18379.51479489635
Canning Town,Perivale,1,21125,532,26303.39153449185
Canning Town,Piccadilly Circus,109,21125,13641,11131.749691274572
Canning Town,Pimlico,41,21125,5585,13566.467468081404
Canning Town,Pinner,1,21125,292,32144.730432375698
Canning Town,Plaistow,9,21125,1049,2624.9162391913296
Canning Town,Pontoon Dock,253,21125,1123,2407.170950797811
Canning Town,Poplar,73,21125,1301,2269.4842621996986
Canning Town,Preston Road,1,21125,411,25611.08064235629
Canning Town,Prince Regent,394,21125,754,2120.41934137279
Canning Town,Pudding Mill Lane,1,21125,431,4505.623517851935
Canning Town,Putney Bridge,6,21125,2494,19373.97714421289
Canning Town,Queen's Park,12,21125,2167,17973.91951515617
Canning Town,Queensbury,6,21125,439,28354.11226900664
Canning Town,Queensway,25,21125,1882,14931.272230401899
Canning Town,Ravenscourt Park,2,21125,1895,19405.758464833856
Canning Town,Rayners Lane,0,21125,426,31253.327425768486
Canning Town,Redbridge,4,21125,198,10011.612854752695
Canning Town,Regent's Park,22,21125,3364,12594.794252145639
Canning Town,Richmond,0,21125,5397,26215.574444275557
Canning Town,Rickmansworth,0,21125,937,41505.56647918977
Canning Town,Roding Valley,1,21125,84,13242.133149392499
Canning Town,Royal Albert,390,21125,684,3008.8398238512186
Canning Town,Royal Oak,1,21125,856,16151.102458805357
Canning Town,Royal Victoria,416,21125,763,989.5890743360787
Canning Town,Ruislip,0,21125,257,34877.80683612896
Canning Town,Ruislip Gardens,0,21125,167,32928.16916289004
Canning Town,Ruislip Manor,0,21125,408,34198.920855891105
Canning Town,Russell Square,22,21125,5172,10651.813976139803
Canning Town,Seven Sisters,10,21125,10191,13591.583031830798
Canning Town,Shadwell,100,21125,7447,5118.118446965448
Canning Town,Shepherd's Bush,43,21125,9890,17181.00804553637
Canning Town,Shepherd's Bush Market,1,21125,416,19666.1521978056
Canning Town,Sloane Square,67,21125,8229,13332.348330406992
Canning Town,Snaresbrook,10,21125,512,8821.927364488487
Canning Town,South Ealing,8,21125,670,25070.29370071403
Canning Town,South Harrow,0,21125,387,32678.321986586503
Canning Town,South Kensington,72,21125,15325,14505.570702007295
Canning Town,South Quay,43,21125,4591,3860.804888795976
Canning Town,South Ruislip,3,21125,289,32042.28343673366
Canning Town,South Wimbledon,6,21125,1361,21125.45980075726
Canning Town,South Woodford,14,21125,766,10137.748100556502
Canning Town,Southfields,3,21125,1351,22063.43082947398
Canning Town,Southgate,2,21125,874,22037.295386244936
Canning Town,Southwark,538,21125,10326,9420.297366983392
Canning Town,St. James's Park,69,21125,13339,11389.283720859421
Canning Town,St. John's Wood,84,21125,3982,15529.264394710464
Canning Town,St. Paul's,40,21125,13446,8284.744751616941
Canning Town,Stamford Brook,2,21125,784,20115.048019003712
Canning Town,Stanmore,10,21125,983,31467.089088448087
Canning Town,Star Lane,126,21125,1052,866.9991916215113
Canning Town,Stepney Green,19,21125,1879,5570.300740836716
Canning Town,Stockwell,10,21125,1623,12696.432913312023
Canning Town,Stonebridge Park,8,21125,729,23349.976031897044
Canning Town,Stratford,1727,21125,55954,3368.5902607647204
Canning Town,Stratford High Street,16,21125,788,2884.134468615468
Canning Town,Stratford International,60,21125,1546,4689.658377878598
Canning Town,Sudbury Hill,0,21125,277,31192.856327552483
Canning Town,Sudbury Town,0,21125,218,29575.799712258085
Canning Town,Swiss Cottage,53,21125,2598,16499.204687515477
Canning Town,Temple,24,21125,6780,9425.01642850689
Canning Town,Theydon Bois,2,21125,98,21393.01501376236
Canning Town,Tooting Bec,13,21125,1239,17691.610538632238
Canning Town,Tooting Broadway,38,21125,4506,18766.571980975514
Canning Town,Tottenham Court Road,74,21125,19126,10742.441318486219
Canning Town,Tottenham Hale,0,21125,3239,14745.122199710988
Canning Town,Totteridge & Whetstone,2,21125,287,25881.466357894416
Canning Town,Tower Gateway,242,21125,3342,6395.421933658066
Canning Town,Tower Hill,0,21125,8286,8015.030366047128
Canning Town,Tufnell Park,6,21125,557,15517.781254507838
Canning Town,Turnham Green,7,21125,1515,20719.812263328327
Canning Town,Turnpike Lane,3,21125,992,16267.640769448686
Canning Town,Upminster,0,21125,1132,20048.24427012252
Canning Town,Upminster Bridge,8,21125,568,18737.461636341093
Canning Town,Upney,8,21125,485,9035.831117787206
Canning Town,Upton Park,13,21125,1642,3945.994882623189
Canning Town,Uxbridge,24,21125,4316,39932.29414105074
Canning Town,Vauxhall,125,21125,16242,14203.288622821441
Canning Town,Victoria,123,21125,33251,12166.589317178019
Canning Town,Walthamstow Central,1,21125,5271,14507.317217295642
Canning Town,Wanstead,8,21125,419,8831.227298378593
Canning Town,Warren Street,93,21125,17309,11919.486697637662
Canning Town,Warwick Avenue,11,21125,1174,16146.431885916056
Canning Town,Waterloo,979,21125,23466,9978.174354592207
Canning Town,Watford,0,21125,961,43073.37619426122
Canning Town,Wembley Central,5,21125,1327,25068.07449886594
Canning Town,Wembley Park,78,21125,5759,24191.345476592986
Canning Town,West Acton,2,21125,488,23430.707745764914
Canning Town,West Brompton,16,21125,5859,16734.414587059673
Canning Town,West Finchley,0,21125,91,23457.89031425064
Canning Town,West Ham,242,21125,5487,1695.0807456335294
Canning Town,West Hampstead,76,21125,5856,17680.706073813766
Canning Town,West Harrow,0,21125,122,29889.214989356722
Canning Town,West India Quay,4,21125,400,2530.346836088263
Canning Town,West Kensington,8,21125,1345,17111.090689601482
Canning Town,West Ruislip,0,21125,194,35052.56235937637
Canning Town,West Silvertown,209,21125,893,1651.1250609252909
Canning Town,Westbourne Park,6,21125,1347,17120.506704848573
Canning Town,Westferry,73,21125,1250,2951.9977069406523
Canning Town,Westminster,482,21125,15466,10828.534380952728
Canning Town,White City,37,21125,5966,18481.509138795736
Canning Town,Whitechapel,20,21125,17633,6212.4623128304
Canning Town,Willesden Green,14,21125,830,19881.38561091801
Canning Town,Willesden Junction,14,21125,4165,20710.79406359659
Canning Town,Wimbledon,0,21125,6295,25078.99286404601
Canning Town,Wimbledon Park,3,21125,596,23423.08059945663
Canning Town,Wood Green,10,21125,2146,17198.466394850777
Canning Town,Wood Lane,0,21125,1578,19139.88924256113
Canning Town,Woodford,14,21125,706,11849.70301656679
Canning Town,Woodside Park,1,21125,745,24404.364661146312
Canning Town,Woolwich Arsenal,1035,21125,4428,7006.373615116763
Cannon Street,Acton Town,6,3874,2202,15246.28514302297
Cannon Street,Aldgate,106,3874,7782,1766.2299564721484
Cannon Street,Aldgate East,383,3874,7932,2008.2771437591275
Cannon Street,Alperton,0,3874,741,20219.373086558768
Cannon Street,Amersham,0,3874,256,44669.73667329019
Cannon Street,Angel,2,3874,8103,3480.316656560588
Cannon Street,Archway,1,3874,2193,9405.410171753178
Cannon Street,Arnos Grove,0,3874,748,15450.077578361354
Cannon Street,Baker Street,8,3874,14973,6104.637816506217
Cannon Street,Balham,3,3874,3814,9610.53792238046
Cannon Street,Bank and Monument,53,3874,78549,329.31271609391433
Cannon Street,Barbican,21,3874,9134,1813.4305437178928
Cannon Street,Barking,14,3874,7004,13900.45028186727
Cannon Street,Barkingside,0,3874,262,19458.35456849852
Cannon Street,Barons Court,22,3874,2956,9975.754117001876
Cannon Street,Bayswater,3,3874,615,9033.946917105895
Cannon Street,Becontree,0,3874,456,17194.90266756438
Cannon Street,Belsize Park,0,3874,2255,8401.185495435066
Cannon Street,Bethnal Green,0,3874,4660,3579.107401749953
Cannon Street,Blackfriars,216,3874,10849,908.4430022740455
Cannon Street,Blackhorse Road,0,3874,2955,13112.038196692047
Cannon Street,Bond Street,7,3874,20967,4885.38770413518
Cannon Street,Boston Manor,0,3874,892,18758.021792977826
Cannon Street,Bounds Green,0,3874,778,14095.835087985113
Cannon Street,Bow Road,16,3874,1193,5705.979939226425
Cannon Street,Brent Cross,0,3874,450,13480.003610026692
Cannon Street,Brixton,1,3874,5084,7177.2632599727085
Cannon Street,Bromley-by-Bow,18,3874,1613,6714.749848588392
Cannon Street,Buckhurst Hill,0,3874,228,18683.99877224871
Cannon Street,Burnt Oak,0,3874,649,18072.546381176508
Cannon Street,Caledonian Road,1,3874,1803,6167.039290418379
Cannon Street,Camden Town,1,3874,6348,6369.3074089415795
Cannon Street,Canada Water,0,3874,20443,4293.38454622314
Cannon Street,Canary Wharf,0,3874,58772,5716.735143886794
Cannon Street,Canning Town,0,3874,15428,7764.53262682901
Cannon Street,Cannon Street,0,3874,4698,0.0
Cannon Street,Canons Park,0,3874,526,22761.723126926696
Cannon Street,Chalfont & Latimer,0,3874,554,41284.07652593385
Cannon Street,Chalk Farm,0,3874,1329,7363.084555947478
Cannon Street,Chancery Lane,1,3874,15391,2273.98875390769
Cannon Street,Charing Cross,1,3874,7016,2795.4086246977727
Cannon Street,Chigwell,0,3874,148,19931.47892469307
Cannon Street,Chiswick Park,10,3874,1517,13974.115900694944
Cannon Street,Chorleywood,0,3874,702,37771.22323447683
Cannon Street,Clapham Common,1,3874,2020,7185.585088827072
Cannon Street,Clapham North,1,3874,1238,6542.827597448383
Cannon Street,Clapham South,0,3874,1513,8437.903321562988
Cannon Street,Cockfosters,1,3874,262,20638.84936549315
Cannon Street,Colindale,1,3874,2081,16766.12433148286
Cannon Street,Colliers Wood,0,3874,865,12941.084470120999
Cannon Street,Covent Garden,1,3874,4355,3472.4130376067087
Cannon Street,Croxley,0,3874,340,33732.80118432436
Cannon Street,Dagenham East,2,3874,649,19902.331233680783
Cannon Street,Dagenham Heathway,7,3874,1108,18623.103444631313
Cannon Street,Debden,0,3874,865,22571.590265290582
Cannon Street,Dollis Hill,0,3874,847,13841.798507435977
Cannon Street,Ealing Broadway,8,3874,4846,17761.913427308693
Cannon Street,Ealing Common,1,3874,915,16272.90797216072
Cannon Street,Earl's Court,62,3874,6613,8470.956051639456
Cannon Street,East Acton,0,3874,1505,13152.99716940457
Cannon Street,East Finchley,0,3874,1253,12744.635626175737
Cannon Street,East Ham,16,3874,2062,11478.155354833732
Cannon Street,East Putney,11,3874,1877,12736.473390826262
Cannon Street,Eastcote,0,3874,364,25786.985318410483
Cannon Street,Edgware,0,3874,772,19590.676060040212
Cannon Street,Edgware Road,8,3874,6868,7139.4781839698135
Cannon Street,Elephant & Castle,0,3874,6427,2551.7751067050385
Cannon Street,Elm Park,2,3874,269,22198.119590063856
Cannon Street,Embankment,134,3874,10220,2455.077804238621
Cannon Street,Epping,1,3874,498,28519.18511083556
Cannon Street,Euston,1,3874,16800,4995.708598768319
Cannon Street,Euston Square,10,3874,8093,5171.817604712865
Cannon Street,Fairlop,0,3874,182,20627.0844045105
Cannon Street,Farringdon,15,3874,25592,2274.3404874594726
Cannon Street,Finchley Central,0,3874,1921,15115.192171451941
Cannon Street,Finchley Road,0,3874,3417,9639.275063820787
Cannon Street,Finsbury Park,0,3874,6769,8221.798562509233
Cannon Street,Fulham Broadway,38,3874,4200,9981.107119811188
Cannon Street,Gants Hill,0,3874,601,15970.04302593992
Cannon Street,Gloucester Road,81,3874,5194,7560.834837790215
Cannon Street,Golders Green,0,3874,1871,11964.914506707599
Cannon Street,Goldhawk Road,0,3874,370,11875.175538167896
Cannon Street,Goodge Street,21,3874,6457,4281.006493841508
Cannon Street,Great Portland Street,11,3874,6936,5791.777822972358
Cannon Street,Green Park,24,3874,26754,4144.843151250671
Cannon Street,Greenford,0,3874,1157,20614.130170400305
Cannon Street,Gunnersbury,36,3874,4775,14571.060917588029
Cannon Street,Hainault,0,3874,356,21505.767970653924
Cannon Street,Hammersmith,120,3874,18250,10869.586202922477
Cannon Street,Hampstead,0,3874,2010,9579.188599526771
Cannon Street,Hanger Lane,0,3874,1493,16787.809834414238
Cannon Street,Harlesden,0,3874,1668,14749.120060588928
Cannon Street,Harrow & Wealdstone,0,3874,1335,23413.71014395715
Cannon Street,Harrow-on-the-Hill,0,3874,3019,21361.64981372721
Cannon Street,Hatton Cross,1,3874,1219,27314.572493346837
Cannon Street,Heathrow Terminal 4,1,3874,693,29190.905186986827
Cannon Street,Heathrow Terminal 5,4,3874,975,32182.6019147746
Cannon Street,Heathrow Terminals 2 & 3,5,3874,2406,29727.323439137876
Cannon Street,Hendon Central,0,3874,1878,14613.610952500214
Cannon Street,High Barnet,0,3874,953,21368.18966439885
Cannon Street,High Street Kensington,80,3874,5427,8565.953624014306
Cannon Street,Highbury & Islington,0,3874,25385,6714.191934672143
Cannon Street,Highgate,0,3874,856,10995.614967966447
Cannon Street,Hillingdon,0,3874,318,30502.20252840305
Cannon Street,Holborn,2,3874,22346,2839.472466284448
Cannon Street,Holland Park,0,3874,2063,8983.632138975754
Cannon Street,Holloway Road,0,3874,1696,6782.336733396015
Cannon Street,Hornchurch,1,3874,451,23742.446801752903
Cannon Street,Hounslow Central,1,3874,708,23032.01514010325
Cannon Street,Hounslow East,1,3874,843,22286.330756682306
Cannon Street,Hounslow West,1,3874,401,24511.098832099648
Cannon Street,Hyde Park Corner,0,3874,2410,4924.732451517578
Cannon Street,Ickenham,0,3874,282,29377.76533320022
Cannon Street,Kennington,0,3874,1161,3391.3434959299243
Cannon Street,Kensal Green,0,3874,472,12252.637981584536
Cannon Street,Kensington,0,3874,2252,10017.647227615409
Cannon Street,Kentish Town,0,3874,3404,7647.2730517098935
Cannon Street,Kew Gardens,6,3874,792,16351.34183653871
Cannon Street,Kilburn,0,3874,1953,11410.631195804914
