Orig,OrigCode,Dest,DestCode,Total,WorksFromHome,Underground,Train,Bus,Taxi,CarDrive,CarPass,Motobike,Bicycle,Walk,Other,OrigCodeNew,DestCodeNew,Oi1_origpop,Oi2_origsal,Dj1_destpop,Dj2_destsal,TotalNoIntra,offset,Dist
Harrow,00AQ,Waltham Forest,00BH,95,0,18,4,3,0,60,4,0,0,6,0,E09000015,E09000031,100000,19300,99000,16600,95,0.0,22772.238866230688
Harrow,00AQ,Wandsworth,00BJ,300,0,110,44,10,0,117,6,7,3,0,3,E09000015,E09000032,100000,19300,143000,21700,300,0.0,19458.985971280505
Harrow,00AQ,Westminster,00BK,7882,0,5513,809,130,4,1178,112,91,22,14,9,E09000015,E09000033,100000,19300,95000,21900,7882,0.0,15655.602129493836
Havering,00AR,City of London,00AA,8348,0,1446,6275,51,9,411,36,97,11,6,6,E09000016,E09000001,114000,17400,12000,38300,8348,0.0,22370.148693869018
Havering,00AR,Barking and Dagenham,00AB,7278,0,366,266,701,18,5170,342,139,112,155,9,E09000016,E09000002,114000,17400,56000,16200,7278,0.0,6415.788864015636
Havering,00AR,Barnet,00AC,194,0,28,24,3,3,121,7,8,0,0,0,E09000016,E09000003,114000,17400,159000,18700,194,0.0,30403.22527628856
Havering,00AR,Bexley,00AD,325,0,0,13,31,0,214,22,6,11,28,0,E09000016,E09000004,114000,17400,112000,18300,325,0.0,12598.48742437311
Havering,00AR,Brent,00AE,156,0,29,26,0,0,89,9,3,0,0,0,E09000016,E09000005,114000,17400,127000,16500,156,0.0,33857.622180610306
Havering,00AR,Bromley,00AF,157,0,9,16,0,3,126,0,3,0,0,0,E09000016,E09000006,114000,17400,164000,19100,157,0.0,24284.702071266904
Havering,00AR,Camden,00AG,2001,0,601,1083,13,0,229,13,47,6,6,3,E09000016,E09000007,114000,17400,101000,19800,2001,0.0,26268.726919514087
Havering,00AR,Croydon,00AH,131,0,3,34,0,0,82,8,4,0,0,0,E09000016,E09000008,114000,17400,153000,18300,131,0.0,31483.770725942715
Havering,00AR,Ealing,00AJ,165,0,46,35,0,0,76,4,4,0,0,0,E09000016,E09000009,114000,17400,141000,17500,165,0.0,38517.52951076567
Havering,00AR,Enfield,00AK,546,0,4,45,3,0,458,20,13,3,0,0,E09000016,E09000010,114000,17400,128000,17500,546,0.0,23449.468935957077
Havering,00AR,Greenwich,00AL,260,0,15,26,6,0,188,13,6,3,3,0,E09000016,E09000011,114000,17400,91000,18600,260,0.0,15108.707344313567
Havering,00AR,Hackney,00AM,1302,0,155,518,17,9,529,28,46,0,0,0,E09000016,E09000012,114000,17400,72000,17700,1302,0.0,19712.9807704967
Havering,00AR,Hammersmith and Fulham,00AN,260,0,116,73,0,0,63,0,5,0,3,0,E09000016,E09000013,114000,17400,83000,21000,260,0.0,31537.431423995768
Havering,00AR,Haringey,00AP,335,0,15,45,6,0,241,13,12,0,3,0,E09000016,E09000014,114000,17400,90000,19100,335,0.0,22930.26586012703
Havering,00AR,Harrow,00AQ,69,0,12,14,0,0,40,3,0,0,0,0,E09000016,E09000015,114000,17400,100000,19300,69,0.0,39120.677012559914
Havering,00AR,Havering,00AR,47260,7500,698,1559,5382,861,21732,2367,340,638,6032,151,E09000016,E09000016,114000,17400,114000,17400,0,1e-10,0.0
Havering,00AR,Hillingdon,00AS,116,0,7,10,3,0,92,0,4,0,0,0,E09000016,E09000017,114000,17400,113000,17600,116,0.0,46256.224666775895
Havering,00AR,Hounslow,00AT,83,0,18,18,6,0,38,0,0,0,0,3,E09000016,E09000018,114000,17400,101000,16500,83,0.0,42051.24217029524
Havering,00AR,Islington,00AU,1932,0,325,1110,19,7,385,36,44,3,0,3,E09000016,E09000019,114000,17400,82000,18700,1932,0.0,22988.948122519934
Havering,00AR,Kensington and Chelsea,00AW,358,0,166,129,3,3,42,0,15,0,0,0,E09000016,E09000020,114000,17400,75000,25900,358,0.0,29446.43977809453
Havering,00AR,Kingston upon Thames,00AX,33,0,3,9,0,0,18,0,0,0,0,3,E09000016,E09000021,114000,17400,77000,19500,33,0.0,40274.45321311904
Havering,00AR,Lambeth,00AY,552,0,133,170,6,0,205,12,26,0,0,0,E09000016,E09000022,114000,17400,119000,18200,552,0.0,26471.110240855785
Havering,00AR,Lewisham,00AZ,137,0,18,17,0,0,93,6,3,0,0,0,E09000016,E09000023,114000,17400,113000,18000,137,0.0,21034.178336478508
Havering,00AR,Merton,00BA,85,0,23,29,0,0,25,8,0,0,0,0,E09000016,E09000024,114000,17400,96000,18500,85,0.0,33641.50746699241
Havering,00AR,Newham,00BB,3410,0,435,513,88,9,2112,142,81,16,6,8,E09000016,E09000025,114000,17400,88000,15300,3410,0.0,13310.135539167955
Havering,00AR,Redbridge,00BC,4844,0,94,425,477,14,3466,218,82,47,18,3,E09000016,E09000026,114000,17400,118000,17200,4844,0.0,10330.6562043714
Havering,00AR,Richmond upon Thames,00BD,45,0,8,14,0,0,17,3,0,0,3,0,E09000016,E09000027,114000,17400,94000,23400,45,0.0,39338.76771724244
Havering,00AR,Southwark,00BE,1389,0,290,676,12,0,334,32,39,0,0,6,E09000016,E09000028,114000,17400,97000,16900,1389,0.0,22704.049515244522
Havering,00AR,Sutton,00BF,50,0,0,11,0,0,30,3,0,3,3,0,E09000016,E09000029,114000,17400,98000,17600,50,0.0,35565.48996169955
Havering,00AR,Tower Hamlets,00BG,5030,0,1016,2093,38,6,1645,112,95,16,6,3,E09000016,E09000030,114000,17400,76000,19100,5030,0.0,18463.685284025036
Havering,00AR,Waltham Forest,00BH,1173,0,51,100,32,0,899,60,25,3,0,3,E09000016,E09000031,114000,17400,99000,16600,1173,0.0,16517.296639599077
Havering,00AR,Wandsworth,00BJ,158,0,29,32,0,0,87,4,6,0,0,0,E09000016,E09000032,114000,17400,143000,21700,158,0.0,30815.93711342367
Havering,00AR,Westminster,00BK,4699,0,1728,2316,41,6,443,45,97,10,4,9,E09000016,E09000033,114000,17400,95000,21900,4699,0.0,26994.875522115002
Hillingdon,00AS,City of London,00AA,1661,0,1287,163,5,3,158,11,25,3,3,3,E09000017,E09000001,113000,17600,12000,38300,1661,0.0,24692.787812132596
Hillingdon,00AS,Barking and Dagenham,00AB,31,0,0,0,0,0,28,0,0,0,3,0,E09000017,E09000002,113000,17600,56000,16200,31,0.0,40150.98229256469
Hillingdon,00AS,Barnet,00AC,692,0,41,7,32,0,561,22,26,3,0,0,E09000017,E09000003,113000,17600,159000,18700,692,0.0,18316.62549723092
Hillingdon,00AS,Bexley,00AD,18,0,3,6,0,0,9,0,0,0,0,0,E09000017,E09000004,113000,17600,112000,18300,18,0.0,41797.176666536696
Hillingdon,00AS,Brent,00AE,2672,0,317,106,104,4,1980,80,48,21,9,3,E09000017,E09000005,113000,17600,127000,16500,2672,0.0,12479.64867995847
Hillingdon,00AS,Bromley,00AF,55,0,13,3,3,0,33,0,3,0,0,0,E09000017,E09000006,113000,17600,164000,19100,55,0.0,39361.70039837757
Hillingdon,00AS,Camden,00AG,1757,0,1107,199,27,0,340,21,50,4,3,6,E09000017,E09000007,113000,17600,101000,19800,1757,0.0,20000.577255613178
Hillingdon,00AS,Croydon,00AH,116,0,18,19,4,0,72,0,0,0,3,0,E09000017,E09000008,113000,17600,153000,18300,116,0.0,32398.881549304057
Hillingdon,00AS,Ealing,00AJ,8185,0,422,286,1042,16,5739,341,113,130,83,13,E09000017,E09000009,113000,17600,141000,17500,8185,0.0,8229.588339897778
Hillingdon,00AS,Enfield,00AK,153,0,6,3,3,0,129,3,3,0,6,0,E09000017,E09000010,113000,17600,128000,17500,153,0.0,27658.11920621492
Hillingdon,00AS,Greenwich,00AL,49,0,12,6,3,0,28,0,0,0,0,0,E09000017,E09000011,113000,17600,91000,18600,49,0.0,35582.394204060416
Hillingdon,00AS,Hackney,00AM,205,0,106,20,3,0,68,0,8,0,0,0,E09000017,E09000012,113000,17600,72000,17700,205,0.0,26545.621792449867
Hillingdon,00AS,Hammersmith and Fulham,00AN,1799,0,647,119,48,0,865,52,43,19,6,0,E09000017,E09000013,113000,17600,83000,21000,1799,0.0,16440.50850437649
Hillingdon,00AS,Haringey,00AP,110,0,23,3,3,0,78,0,3,0,0,0,E09000017,E09000014,113000,17600,90000,19100,110,0.0,24068.65814854841
Hillingdon,00AS,Harrow,00AQ,4688,0,558,207,316,8,3175,168,47,75,131,3,E09000017,E09000015,113000,17600,100000,19300,4688,0.0,9566.059854775112
Hillingdon,00AS,Havering,00AR,21,0,3,0,3,0,15,0,0,0,0,0,E09000017,E09000016,113000,17600,114000,17400,21,0.0,46256.224666775895
Hillingdon,00AS,Hillingdon,00AS,64869,9624,1500,663,7049,426,32907,3068,578,1567,7240,247,E09000017,E09000017,113000,17600,113000,17600,0,1e-10,0.0
Hillingdon,00AS,Hounslow,00AT,5293,0,164,65,716,5,3936,206,86,56,50,9,E09000017,E09000018,113000,17600,101000,16500,5293,0.0,9815.625550319557
Hillingdon,00AS,Islington,00AU,664,0,395,67,0,0,175,6,18,0,0,3,E09000017,E09000019,113000,17600,82000,18700,664,0.0,23277.397051276504
Hillingdon,00AS,Kensington and Chelsea,00AW,925,0,422,101,21,4,322,18,31,3,0,3,E09000017,E09000020,113000,17600,75000,25900,925,0.0,18149.613832645235
Hillingdon,00AS,Kingston upon Thames,00AX,150,0,5,6,16,0,117,3,3,0,0,0,E09000017,E09000021,113000,17600,77000,19500,150,0.0,20334.600566710633
Hillingdon,00AS,Lambeth,00AY,401,0,156,43,11,0,160,8,16,4,3,0,E09000017,E09000022,113000,17600,119000,18200,401,0.0,24731.27763014132
Hillingdon,00AS,Lewisham,00AZ,79,0,10,3,14,0,41,8,0,3,0,0,E09000017,E09000023,113000,17600,113000,18000,79,0.0,31302.91891841106
Hillingdon,00AS,Merton,00BA,167,0,36,14,6,0,108,0,3,0,0,0,E09000017,E09000024,113000,17600,96000,18500,167,0.0,22623.182154430982
Hillingdon,00AS,Newham,00BB,83,0,28,0,9,3,40,0,3,0,0,0,E09000017,E09000025,113000,17600,88000,15300,83,0.0,33562.50229704627
Hillingdon,00AS,Redbridge,00BC,35,0,3,6,0,0,23,3,0,0,0,0,E09000017,E09000026,113000,17600,118000,17200,35,0.0,36491.08123455261
Hillingdon,00AS,Richmond upon Thames,00BD,548,0,35,27,46,0,406,22,5,4,3,0,E09000017,E09000027,113000,17600,94000,23400,548,0.0,14362.007987100098
Hillingdon,00AS,Southwark,00BE,511,0,268,70,9,0,141,10,13,0,0,0,E09000017,E09000028,113000,17600,97000,16900,511,0.0,26858.04393155979
Hillingdon,00AS,Sutton,00BF,58,0,4,3,5,0,43,3,0,0,0,0,E09000017,E09000029,113000,17600,98000,17600,58,0.0,27300.72998755706
Hillingdon,00AS,Tower Hamlets,00BG,565,0,368,55,9,0,112,6,9,3,3,0,E09000017,E09000030,113000,17600,76000,19100,565,0.0,28660.870250854052
Hillingdon,00AS,Waltham Forest,00BH,53,0,9,3,6,0,35,0,0,0,0,0,E09000017,E09000031,113000,17600,99000,16600,53,0.0,30582.934610641674
Hillingdon,00AS,Wandsworth,00BJ,248,0,56,27,9,0,137,7,6,3,3,0,E09000017,E09000032,113000,17600,143000,21700,248,0.0,20583.48607338876
Hillingdon,00AS,Westminster,00BK,5062,0,2924,878,151,7,895,66,107,13,10,11,E09000017,E09000033,113000,17600,95000,21900,5062,0.0,20033.131250136903
Hounslow,00AT,City of London,00AA,2342,0,1519,525,27,4,160,16,48,33,3,7,E09000018,E09000001,101000,16500,12000,38300,2342,0.0,19682.110708897224
Hounslow,00AT,Barking and Dagenham,00AB,19,0,6,0,3,0,10,0,0,0,0,0,E09000018,E09000002,101000,16500,56000,16200,19,0.0,35665.33446464899
Hounslow,00AT,Barnet,00AC,253,0,40,16,22,0,162,0,4,0,3,6,E09000018,E09000003,101000,16500,159000,18700,253,0.0,19661.93579090574
Hounslow,00AT,Bexley,00AD,27,0,3,6,0,0,15,0,0,0,3,0,E09000018,E09000004,101000,16500,112000,18300,27,0.0,35343.33155562169
Hounslow,00AT,Brent,00AE,807,0,115,54,58,0,534,13,13,14,6,0,E09000018,E09000005,101000,16500,127000,16500,807,0.0,12122.28927311365
Hounslow,00AT,Bromley,00AF,69,0,9,10,7,0,31,3,0,0,6,3,E09000018,E09000006,101000,16500,164000,19100,69,0.0,30971.57249439429
Hounslow,00AT,Camden,00AG,1753,0,923,407,25,6,287,18,34,36,6,11,E09000018,E09000007,101000,16500,101000,19800,1753,0.0,16883.618007801317
Hounslow,00AT,Croydon,00AH,215,0,23,100,6,0,74,6,0,0,6,0,E09000018,E09000008,101000,16500,153000,18300,215,0.0,23133.609009139367
Hounslow,00AT,Ealing,00AJ,5488,0,486,128,757,14,3331,214,81,151,320,6,E09000018,E09000009,101000,16500,141000,17500,5488,0.0,6481.137326953553
Hounslow,00AT,Enfield,00AK,92,0,20,8,0,0,55,3,0,0,6,0,E09000018,E09000010,101000,16500,128000,17500,92,0.0,28036.993773195194
Hounslow,00AT,Greenwich,00AL,106,0,8,17,13,0,51,6,0,3,8,0,E09000018,E09000011,101000,16500,91000,18600,106,0.0,29304.438097630235
Hounslow,00AT,Hackney,00AM,250,0,113,54,6,0,60,3,8,3,3,0,E09000018,E09000012,101000,16500,72000,17700,250,0.0,22994.168950921532
Hounslow,00AT,Hammersmith and Fulham,00AN,3587,0,875,140,638,13,1345,70,86,208,212,0,E09000018,E09000013,101000,16500,83000,21000,3587,0.0,10519.356855682287
Hounslow,00AT,Haringey,00AP,87,0,20,3,6,0,46,3,3,3,3,0,E09000018,E09000014,101000,16500,90000,19100,87,0.0,22493.57001453547
Hounslow,00AT,Harrow,00AQ,396,0,83,10,44,0,236,7,10,3,0,3,E09000018,E09000015,101000,16500,100000,19300,396,0.0,14477.398805091949
Hounslow,00AT,Havering,00AR,28,0,3,3,0,0,16,0,0,0,3,3,E09000018,E09000016,101000,16500,114000,17400,28,0.0,42051.24217029524
Hounslow,00AT,Hillingdon,00AS,12803,0,1399,228,2165,31,7870,516,185,224,155,30,E09000018,E09000017,101000,16500,113000,17600,12803,0.0,9815.625550319557
Hounslow,00AT,Hounslow,00AT,43221,8667,1272,758,4878,163,16813,1513,421,1655,6847,234,E09000018,E09000018,101000,16500,101000,16500,0,1e-10,0.0
Hounslow,00AT,Islington,00AU,752,0,366,142,34,3,166,0,19,19,3,0,E09000018,E09000019,101000,16500,82000,18700,752,0.0,19868.185232532247
Hounslow,00AT,Kensington and Chelsea,00AW,1800,0,896,81,173,0,486,30,39,75,20,0,E09000018,E09000020,101000,16500,75000,25900,1800,0.0,12616.956630617735
Hounslow,00AT,Kingston upon Thames,00AX,1006,0,22,48,286,6,563,37,25,16,0,3,E09000018,E09000021,101000,16500,77000,19500,1006,0.0,10524.10625486848
Hounslow,00AT,Lambeth,00AY,692,0,159,281,23,0,189,6,17,5,12,0,E09000018,E09000022,101000,16500,119000,18200,692,0.0,17299.78754617813
Hounslow,00AT,Lewisham,00AZ,128,0,23,17,20,0,53,6,3,3,3,0,E09000018,E09000023,101000,16500,113000,18000,128,0.0,24140.676308020284
Hounslow,00AT,Merton,00BA,303,0,40,63,8,0,177,6,6,0,3,0,E09000018,E09000024,101000,16500,96000,18500,303,0.0,13428.142532697024
Hounslow,00AT,Newham,00BB,100,0,20,8,8,0,49,3,0,3,9,0,E09000018,E09000025,101000,16500,88000,15300,100,0.0,28773.07902207273
Hounslow,00AT,Redbridge,00BC,31,0,14,3,6,0,8,0,0,0,0,0,E09000018,E09000026,101000,16500,118000,17200,31,0.0,33325.41726645945
Hounslow,00AT,Richmond upon Thames,00BD,7025,0,159,261,1730,15,3517,369,101,429,433,11,E09000018,E09000027,101000,16500,94000,23400,7025,0.0,4709.588060156263
Hounslow,00AT,Southwark,00BE,657,0,211,260,20,0,139,6,8,7,6,0,E09000018,E09000028,101000,16500,97000,16900,657,0.0,20303.22413406492
Hounslow,00AT,Sutton,00BF,101,0,8,16,4,0,67,0,0,0,6,0,E09000018,E09000029,101000,16500,98000,17600,101,0.0,17668.678978447122
Hounslow,00AT,Tower Hamlets,00BG,753,0,406,179,14,0,127,9,9,6,3,0,E09000018,E09000030,101000,16500,76000,19100,753,0.0,23612.204153742063
Hounslow,00AT,Waltham Forest,00BH,41,0,5,6,3,0,21,0,0,0,6,0,E09000018,E09000031,101000,16500,99000,16600,41,0.0,28223.54182766388
Hounslow,00AT,Wandsworth,00BJ,765,0,87,242,42,3,338,14,24,11,4,0,E09000018,E09000032,101000,16500,143000,21700,765,0.0,12640.30290262914
Hounslow,00AT,Westminster,00BK,5927,0,3333,992,282,24,930,75,137,113,35,6,E09000018,E09000033,101000,16500,95000,21900,5927,0.0,15133.992722668574
Islington,00AU,City of London,00AA,7931,0,2455,540,2179,257,340,67,148,371,1547,27,E09000019,E09000001,82000,18700,12000,38300,7931,0.0,3986.28673459847
Islington,00AU,Barking and Dagenham,00AB,110,0,28,21,9,0,45,4,0,3,0,0,E09000019,E09000002,82000,18700,56000,16200,110,0.0,16890.848053472742
Islington,00AU,Barnet,00AC,1001,0,283,53,191,0,412,26,9,10,17,0,E09000019,E09000003,82000,18700,159000,18700,1001,0.0,10210.431188004985
Islington,00AU,Bexley,00AD,46,0,0,7,0,0,33,3,3,0,0,0,E09000019,E09000004,82000,18700,112000,18300,46,0.0,20062.762367928943
Islington,00AU,Brent,00AE,538,0,148,96,44,0,217,13,3,14,0,3,E09000019,E09000005,82000,18700,127000,16500,538,0.0,10984.082634072074
Islington,00AU,Bromley,00AF,46,0,10,20,3,0,13,0,0,0,0,0,E09000019,E09000006,82000,18700,164000,19100,46,0.0,22625.236829048008
Islington,00AU,Camden,00AG,10188,0,2776,374,2869,83,1355,140,141,762,1671,17,E09000019,E09000007,82000,18700,101000,19800,10188,0.0,3279.787084210406
Islington,00AU,Croydon,00AH,157,0,30,64,21,0,27,0,3,0,12,0,E09000019,E09000008,82000,18700,153000,18300,157,0.0,21547.78898858964
Islington,00AU,Ealing,00AJ,479,0,204,34,35,0,172,9,8,14,3,0,E09000019,E09000009,82000,18700,141000,17500,479,0.0,15586.954938592247
Islington,00AU,Enfield,00AK,619,0,98,69,107,3,312,14,4,5,7,0,E09000019,E09000010,82000,18700,128000,17500,619,0.0,11513.933713339156
Islington,00AU,Greenwich,00AL,138,0,31,25,18,0,55,3,0,3,3,0,E09000019,E09000011,82000,18700,91000,18600,138,0.0,14152.831155322012
Islington,00AU,Hackney,00AM,2758,0,296,93,786,18,730,37,53,222,514,9,E09000019,E09000012,82000,18700,72000,17700,2758,0.0,3281.919986636038
Islington,00AU,Hammersmith and Fulham,00AN,1473,0,930,28,68,6,343,10,33,46,9,0,E09000019,E09000013,82000,18700,83000,21000,1473,0.0,9707.157796122363
Islington,00AU,Haringey,00AP,1869,0,279,49,609,8,669,34,23,59,139,0,E09000019,E09000014,82000,18700,90000,19100,1869,0.0,4663.952535847062
Islington,00AU,Harrow,00AQ,111,0,52,11,10,0,35,0,0,3,0,0,E09000019,E09000015,82000,18700,100000,19300,111,0.0,16924.98196331787
Islington,00AU,Havering,00AR,55,0,10,9,0,0,33,3,0,0,0,0,E09000019,E09000016,82000,18700,114000,17400,55,0.0,22988.948122519934
Islington,00AU,Hillingdon,00AS,265,0,82,22,9,0,129,3,7,7,3,3,E09000019,E09000017,82000,18700,113000,17600,265,0.0,23277.397051276504
Islington,00AU,Hounslow,00AT,334,0,128,41,15,3,128,4,4,5,3,3,E09000019,E09000018,82000,18700,101000,16500,334,0.0,19868.185232532247
Islington,00AU,Islington,00AU,26657,6711,2609,582,3981,432,3464,355,249,1025,7008,241,E09000019,E09000019,82000,18700,82000,18700,0,1e-10,0.0
Islington,00AU,Kensington and Chelsea,00AW,1672,0,1085,60,168,11,196,16,37,76,23,0,E09000019,E09000020,82000,18700,75000,25900,1672,0.0,7746.719609168996
Islington,00AU,Kingston upon Thames,00AX,50,0,22,20,0,0,8,0,0,0,0,0,E09000019,E09000021,82000,18700,77000,19500,50,0.0,21674.422069116106
Islington,00AU,Lambeth,00AY,1191,0,611,51,174,7,182,30,20,75,38,3,E09000019,E09000022,82000,18700,119000,18200,1191,0.0,10544.474100669351
Islington,00AU,Lewisham,00AZ,152,0,42,16,25,0,54,6,0,6,3,0,E09000019,E09000023,82000,18700,113000,18000,152,0.0,12777.830914203723
Islington,00AU,Merton,00BA,131,0,68,11,6,0,37,0,3,0,3,3,E09000019,E09000024,82000,18700,96000,18500,131,0.0,16553.140306690897
Islington,00AU,Newham,00BB,348,0,103,54,24,0,138,6,6,7,10,0,E09000019,E09000025,82000,18700,88000,15300,348,0.0,10530.420498577461
Islington,00AU,Redbridge,00BC,117,0,27,14,8,0,65,0,0,0,3,0,E09000019,E09000026,82000,18700,118000,17200,117,0.0,13549.206891053222
Islington,00AU,Richmond upon Thames,00BD,118,0,30,47,6,0,29,0,3,3,0,0,E09000019,E09000027,82000,18700,94000,23400,118,0.0,18311.81325425742
Islington,00AU,Southwark,00BE,1883,0,914,104,299,3,280,15,43,121,101,3,E09000019,E09000028,82000,18700,97000,16900,1883,0.0,8633.726637401944
Islington,00AU,Sutton,00BF,56,0,6,29,3,0,12,3,3,0,0,0,E09000019,E09000029,82000,18700,98000,17600,56,0.0,21255.962501878086
Islington,00AU,Tower Hamlets,00BG,2837,0,1215,113,445,45,641,45,57,157,113,6,E09000019,E09000030,82000,18700,76000,19100,2837,0.0,6385.432943495234
Islington,00AU,Waltham Forest,00BH,393,0,110,31,51,3,151,14,8,7,18,0,E09000019,E09000031,82000,18700,99000,16600,393,0.0,8452.162198450815
Islington,00AU,Wandsworth,00BJ,490,0,281,22,31,3,107,3,13,27,3,0,E09000019,E09000032,82000,18700,143000,21700,490,0.0,11960.854569638163
Islington,00AU,Westminster,00BK,12835,0,7219,321,2839,89,776,101,201,704,558,27,E09000019,E09000033,82000,18700,95000,21900,12835,0.0,5228.068134653034
Kensington and Chelsea,00AW,City of London,00AA,10098,0,8005,171,163,335,781,158,275,131,56,23,E09000020,E09000001,75000,25900,12000,38300,10098,0.0,7080.2381377469865
Kensington and Chelsea,00AW,Barking and Dagenham,00AB,22,0,6,0,3,0,13,0,0,0,0,0,E09000020,E09000002,75000,25900,56000,16200,22,0.0,23075.466660676793
Kensington and Chelsea,00AW,Barnet,00AC,232,0,85,13,30,0,91,0,8,0,5,0,E09000020,E09000003,75000,25900,159000,18700,232,0.0,12831.554800992637
Kensington and Chelsea,00AW,Bexley,00AD,20,0,4,0,0,0,13,0,0,0,3,0,E09000020,E09000004,75000,25900,112000,18300,20,0.0,23667.715107805594
Kensington and Chelsea,00AW,Brent,00AE,548,0,113,15,118,6,247,6,13,9,21,0,E09000020,E09000005,75000,25900,127000,16500,548,0.0,8259.105427771654
Kensington and Chelsea,00AW,Bromley,00AF,64,0,5,29,10,0,17,0,0,0,3,0,E09000020,E09000006,75000,25900,164000,19100,64,0.0,22222.39265594544
Kensington and Chelsea,00AW,Camden,00AG,3554,0,2153,90,408,71,469,43,88,125,99,8,E09000020,E09000007,75000,25900,101000,19800,3554,0.0,5576.654308972331
Kensington and Chelsea,00AW,Croydon,00AH,165,0,29,77,8,0,35,6,6,0,4,0,E09000020,E09000008,75000,25900,153000,18300,165,0.0,17796.649640371805
Kensington and Chelsea,00AW,Ealing,00AJ,861,0,243,46,113,3,381,17,11,14,26,7,E09000020,E09000009,75000,25900,141000,17500,861,0.0,9920.977309208574
Kensington and Chelsea,00AW,Enfield,00AK,48,0,11,5,3,0,26,0,3,0,0,0,E09000020,E09000010,75000,25900,128000,17500,48,0.0,18181.267356450542
Kensington and Chelsea,00AW,Greenwich,00AL,54,0,17,7,3,0,15,0,3,6,3,0,E09000020,E09000011,75000,25900,91000,18600,54,0.0,17462.237092468058
Kensington and Chelsea,00AW,Hackney,00AM,445,0,282,20,19,0,70,6,25,17,6,0,E09000020,E09000012,75000,25900,72000,17700,445,0.0,10595.217652485388
Kensington and Chelsea,00AW,Hammersmith and Fulham,00AN,3679,0,984,95,678,32,863,73,59,216,669,10,E09000020,E09000013,75000,25900,83000,21000,3679,0.0,2099.9425140525072
Kensington and Chelsea,00AW,Haringey,00AP,123,0,50,9,15,3,31,3,4,0,8,0,E09000020,E09000014,75000,25900,90000,19100,123,0.0,11529.864003800161
Kensington and Chelsea,00AW,Harrow,00AQ,106,0,34,0,11,0,52,0,3,3,3,0,E09000020,E09000015,75000,25900,100000,19300,106,0.0,14904.291114883858
Kensington and Chelsea,00AW,Havering,00AR,18,0,7,3,0,0,8,0,0,0,0,0,E09000020,E09000016,75000,25900,114000,17400,18,0.0,29446.43977809453
Kensington and Chelsea,00AW,Hillingdon,00AS,576,0,145,37,18,6,352,6,6,0,6,0,E09000020,E09000017,75000,25900,113000,17600,576,0.0,18149.613832645235
Kensington and Chelsea,00AW,Hounslow,00AT,788,0,269,38,58,3,357,17,10,27,9,0,E09000020,E09000018,75000,25900,101000,16500,788,0.0,12616.956630617735
Kensington and Chelsea,00AW,Islington,00AU,1816,0,1193,48,84,73,257,17,53,68,20,3,E09000020,E09000019,75000,25900,82000,18700,1816,0.0,7746.719609168996
Kensington and Chelsea,00AW,Kensington and Chelsea,00AW,25882,10259,2147,321,1692,215,3292,242,159,630,6559,366,E09000020,E09000020,75000,25900,75000,25900,0,1e-10,0.0
Kensington and Chelsea,00AW,Kingston upon Thames,00AX,112,0,20,24,11,0,57,0,0,0,0,0,E09000020,E09000021,75000,25900,77000,19500,112,0.0,14220.00482058821
Kensington and Chelsea,00AW,Lambeth,00AY,1029,0,514,41,89,11,248,21,19,43,37,6,E09000020,E09000022,75000,25900,119000,18200,1029,0.0,7357.124457388569
Kensington and Chelsea,00AW,Lewisham,00AZ,78,0,28,6,3,0,35,3,0,0,3,0,E09000020,E09000023,75000,25900,113000,18000,78,0.0,13315.703704775691
Kensington and Chelsea,00AW,Merton,00BA,208,0,100,13,3,0,76,0,3,7,6,0,E09000020,E09000024,75000,25900,96000,18500,208,0.0,10157.148294129944
Kensington and Chelsea,00AW,Newham,00BB,68,0,32,3,14,0,10,0,3,3,3,0,E09000020,E09000025,75000,25900,88000,15300,68,0.0,16200.97176423668
Kensington and Chelsea,00AW,Redbridge,00BC,30,0,8,6,0,0,16,0,0,0,0,0,E09000020,E09000026,75000,25900,118000,17200,30,0.0,20833.33669062617
Kensington and Chelsea,00AW,Richmond upon Thames,00BD,300,0,82,12,32,0,145,3,4,22,0,0,E09000020,E09000027,75000,25900,94000,23400,300,0.0,10581.581973280465
Kensington and Chelsea,00AW,Southwark,00BE,1168,0,754,47,52,7,205,12,34,25,20,12,E09000020,E09000028,75000,25900,97000,16900,1168,0.0,8737.140164640696
Kensington and Chelsea,00AW,Sutton,00BF,67,0,3,18,3,3,31,3,3,0,3,0,E09000020,E09000029,75000,25900,98000,17600,67,0.0,15508.519394721685
Kensington and Chelsea,00AW,Tower Hamlets,00BG,2957,0,2096,38,29,85,533,73,62,15,9,17,E09000020,E09000030,75000,25900,76000,19100,2957,0.0,11055.864977901463
Kensington and Chelsea,00AW,Waltham Forest,00BH,68,0,32,6,6,0,15,0,3,3,3,0,E09000020,E09000031,75000,25900,99000,16600,68,0.0,16177.710318731435
Kensington and Chelsea,00AW,Wandsworth,00BJ,1085,0,186,35,202,10,457,18,23,55,92,7,E09000020,E09000032,75000,25900,143000,21700,1085,0.0,5492.41409611264
Kensington and Chelsea,00AW,Westminster,00BK,15947,0,6262,291,3923,554,1857,286,361,672,1684,57,E09000020,E09000033,75000,25900,95000,21900,15947,0.0,2590.673702257223
Kingston upon Thames,00AX,City of London,00AA,2875,0,151,2480,13,3,153,12,51,9,0,3,E09000021,E09000001,77000,19500,12000,38300,2875,0.0,19513.612652589407
